ext_id,card_title,description,rating,source,deck
154,Groom,"Groom Stone houses are extremely difficult to reach, and usually you can only get to
it by the last or the second to last turn. So you're going to have to bend over
backwards just to get your renovation early enough for this guy to actually do
anything. Once you're there, a free stable a turn is hardly gamebreaking.",1,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
155,Grump," A very odd 1/2/3/4 wood card. Best to play early, for the wood, because the 2 point bonus isn’t very large, and merely counteracts some of the points for having a large family. ",2,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,J (C)
156,Guest,"Guest Guest This suffers from the same problem as Adoptive
Parents. Since the guest is played after you have already placed your other
family members, chances are you and your opponents will have already taken the
good spots off of the board. As a result, the value that his action gives you
sometimes won't be appreciably better than the two food it cost to play him. Still, his unusual cost sets him apart - sometimes
he'll be the only improvement you can afford when you take SP or FG, and in
that case he's often a pretty good deal.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
157,Guildmaster,"Guildmaster Ridiculous when combined with the right cards (manufacturer), but otherwise
awkward. Without something to help him, you're going to need 4 stone to get two
of the three things on his list - stone that probably would have been better
used on either a renovation or a well.",2,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,H (K-E)
158,Gypsy's Crock,"Gypsy's Crock Gypsy's Crock With judicious use of your cookery, you can expect
to get maybe 3-5 food over the course of the rest of the game. Throw in the VP,
and this is a reasonable deal if you can spare the clay.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
159,Half-Timbered House,"Half-Timbered House Half-Timbered House In order to actually use this card, you'll need to
plan accordingly so that you end up with the right amount of every resource by
the end of the game, all while ensuring your stone renovation. Doing this is
usually too tricky to be worth the effort, and being forced to make an extra
resource grab or two just to play this can severely cut down on the card's VP
efficiency. Playing this off of your round 14 stone renovation
is always a rush, but if you had enough actions in the end game to gather the
necessary resources and play the card, you probably were going to win anyway.",2,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
160,Hand Mill,"Hand Mill Hand Mill Usually you don't even want to convert grain to
food at fireplace level efficiency, even as a free action. You're probably
better off using the stone for your clay oven.",2,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
161,Harbor Master, Manliest occupation in Agricola. A funny 2-way card,3,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,E (K)
162,Harrow,"Harrow Harrow Is 2W and an action worth a field, assuming you
were taking SP anyway? In most cases the answer is probably yes, but not if you
have anything better to play. An interesting question is whether the second
clause on the card is an 'ability' or not. In 2-p it is clearly not;
your opponent should only be making the trade if she thinks it benefits her
more than it benefits you. However, in 4-p and 5-p, cooperation and trading
become much more viable from a game-theory standpoint. Chances are that there
will be times where paying you the food for the extra plow will be mutually
beneficial to both parties. In 2-p and 3-p games, this is usually a dubious
play, at best. The benefit it gives you is pretty small, and it has a chance of
giving your opponents a 'free' plow if food ends up being plentiful
in the game. In 4-p and 5-p, food is usually plentiful enough that you can
expect everyone to use it eventually. This will give you a ton of food, but
most of it will come in the late game. However, you probably won't end up on
fields.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
163,Harvest Helper,"Harvest Helper Not too useful in 3-p, where only one person tends to bake bread. If someone
else is baking bread, you won't want to compete with them and all the grain you
take will just end up sitting in your personal supply. If you're baking bread,
no one else will be and he won't get any grain. In 4-p and 5-p he becomes much better, since the game is more likely to support
2 bakers. No matter how many players are in the game, if you can get him out
with either the Corn Profiteer or the Master Brewer, you are guaranteed good
times.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,B (E-G)
164,Head of the Family,"Head of the Family In 4-p games, Head of the Family is amazing. With 4 players competing for the
Build Room(s) and FG spots, people get edged out a good deal. Oftentimes
someone will take SP just to ensure an early FG in the next round. Combined
with the ability to take FG w/o room as your last action one or two times in
the end game, he is almost a must play regardless of the rest of your hand. In 5-p games, his utility decreases - with 2 FG spots and 2 build room spots,
you are once again unlikely to get blocked. While he does help you get the
'good' Build Room and FG spots, the chance to buy a stable or some
random minor improvement isn't usually that essential. A key weakness of this occ is that while you won't ever get blocked from the
relevant spots, you also will tend to refrain from blocking anyone else. The
result is often higher scores for everyone, not just yourself.",4,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,H (K-E)
165,Headmaster," Great as an early source of food when you want to play a lot of occupations, but don’t count on it as a major source of points. Expect a benefit of 3 food and 2-3 points. ",3,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,E (K)
